model_1.h5,model_2.h5,model_3.h5,model_4.h5,model_5.h5,model_6.h5,model_7.h5,model_8.h5,label
0.36866188,0.013488107,0.033432312,0.031255767,0.091300376,0.29637718,0.049295224,0.05218909,0
0.040252924,0.0055337944,5.2173044e-05,0.0044716643,0.0014881664,0.02278048,0.0021186268,0.0038415238,0
0.6916578,0.3689323,0.13367294,0.74713373,0.3217887,0.0963918,0.21179251,0.33941993,0
0.98526925,0.88570386,0.9457202,0.7742367,0.43891776,0.9820375,0.94147736,0.89658856,0
0.9928214,0.5475472,0.0847627,0.8709549,0.2231738,0.79705155,0.72139066,0.521061,0
0.040901877,0.11167299,0.20947957,0.29967305,0.21704406,0.19063431,0.30097032,0.374554,0
0.15418264,0.53758407,0.58202046,0.6378525,0.8415357,0.09302722,0.4998313,0.8056698,0
0.09068156,0.0001796734,0.0007162809,0.0025316062,0.0036490818,0.09468274,0.00094304676,0.00173031,0
0.79177976,0.8328734,0.85766566,0.2182611,0.15882541,0.7207573,0.7942582,0.61951685,0
0.030559326,0.10690179,0.028561067,0.04177826,0.07221381,0.0038711815,0.0028181016,0.47172028,0
0.05436115,0.0028159504,0.014386905,0.04705588,0.0033368922,0.09407065,0.0010041082,0.002442929,0
0.83266586,0.64787054,0.09497026,0.23616529,0.15109459,0.2002009,0.09363287,0.7304964,0
0.18047386,0.055592198,0.037167147,0.0056936983,0.107128456,0.15217306,0.2271845,0.5047474,0
0.19389693,0.008415463,0.012545215,0.15594825,0.01630019,0.26706505,0.083397575,0.4357289,0
0.3159625,0.55661964,0.8527868,0.35839456,0.45209622,0.2935347,0.115023986,0.78717375,0
0.027768409,0.010936672,0.037026342,0.07312495,0.020001056,0.007921684,0.07584599,0.04973043,0
0.8993836,0.43396994,0.5223682,0.36488393,0.83408654,0.74257106,0.8114404,0.6517793,0
0.74408317,0.11372842,0.013055224,0.0015542398,0.19210686,0.0023820363,0.088592194,0.018950935,0
0.06288836,0.0111082075,0.13359292,0.12719202,0.0193645,0.052968316,0.007321392,0.0027145685,0
0.20561273,0.23469134,0.25587842,0.05477071,0.57150793,0.09781099,0.38811246,0.10214749,0
0.6053164,0.087833226,0.14372064,0.33091366,0.027487317,0.03131162,0.04211606,0.2648,0
0.33656695,0.10966203,0.01503832,0.021167934,0.055478483,0.57567716,0.15082744,0.20076424,0
0.513404,0.21156345,0.13170327,0.23264362,0.386028,0.78274816,0.7547715,0.8524659,0
0.68248534,0.9259558,0.7869869,0.5943042,0.85328513,0.8729167,0.80236906,0.7222184,0
0.19420612,0.23887268,0.08603874,0.078126736,0.37217325,0.17700194,0.0064899228,0.68210274,0
0.31469154,0.045515202,0.013163262,0.03625755,0.018479802,0.34597874,0.07721253,0.01686553,0
0.51908845,0.034753915,0.2250164,0.0014491149,0.012132022,0.34479555,0.07814264,0.08227731,0
0.00022642768,0.00059962785,0.0038733466,0.0064142663,0.0001822625,0.0010657148,4.2961536e-05,6.645017e-06,0
0.16058221,0.45965046,0.13933185,0.3566704,0.31141597,0.019552823,0.43316144,0.21330851,0
0.005839942,0.01172207,0.0006954302,0.010519007,0.0007460575,0.00046720577,0.0006493798,0.002183962,0
0.71184534,0.2491737,0.2709889,0.4824551,0.30511755,0.96172047,0.9729018,0.49491358,0
0.011516659,0.0009189699,0.0070725656,0.0007616717,0.0107973935,0.0002740311,0.00061832083,0.0015072391,0
0.8262546,0.042553753,0.030378463,0.07455045,0.06974577,0.018481245,0.012460222,0.5244007,0
0.690773,0.18119271,0.028179975,0.028168058,0.6649623,0.21557109,0.16758014,0.38786414,0
0.15436544,0.12742878,0.21994251,0.2435501,0.22434242,0.035090707,0.0030461971,0.31087613,0
0.2599802,0.03137187,0.08424185,0.017392859,0.042458635,0.02496214,0.006572096,0.51347834,0
0.0071096243,0.015891567,0.008403301,0.0059303558,0.0011305409,0.0065927715,6.0713497e-05,0.00077223865,0
0.33984548,0.19536023,0.016787779,0.1318147,0.29244763,0.1402224,0.54279435,0.009236678,0
0.30020246,0.5887133,0.21106026,0.68969357,0.27600053,0.31886908,0.01679084,0.13298121,0
0.9270969,0.7228623,0.7964944,0.80798566,0.6529675,0.80083066,0.72893417,0.9584384,1
0.85061467,0.8187244,0.8960533,0.9815657,0.974352,0.4357944,0.80978143,0.9801635,1
0.9990802,0.9900326,0.9996922,0.99843746,0.9984541,0.9974832,0.99986064,0.9998882,1
0.9994579,0.83362544,0.82723033,0.9340461,0.87937915,0.97772646,0.951266,0.99874073,1
0.98144364,0.7081064,0.7333845,0.7404451,0.97748905,0.9696364,0.97647846,0.82950705,1
0.4149682,0.18780868,0.13823253,0.23945941,0.3464765,0.17990649,0.5755414,0.78297675,1
0.48199195,0.23540612,0.0957117,0.62683105,0.34882507,0.39081177,0.3588018,0.77185184,1
0.99809134,0.9568683,0.99986875,0.98217106,0.999295,0.98965985,0.99809355,0.9762115,1
0.9991984,0.99971515,0.9976071,0.9983888,0.9989719,0.99979496,0.9991329,0.9997489,1
0.23613018,0.47638702,0.7989705,0.26846376,0.37160045,0.79709774,0.71294713,0.9402458,1
0.9943832,0.9607258,0.97896,0.9552265,0.9445404,0.9755149,0.9991908,0.9596833,1
0.9926695,0.7791039,0.9119798,0.9639338,0.81337005,0.89231074,0.9881415,0.8450116,1
0.9996678,0.99032086,0.9390386,0.9781816,0.9964836,0.99996716,0.6802528,0.97969544,1
0.9966712,0.99075425,0.9642953,0.9403909,0.9838505,0.9865139,0.99698687,0.9614785,1
0.9880326,0.9839582,0.9890578,0.86529684,0.98540074,0.9452413,0.9995386,0.9966513,1
0.99219054,0.868808,0.56687474,0.7480358,0.8922101,0.86128646,0.68162644,0.79441667,1
0.9751889,0.9389265,0.9936608,0.79282266,0.98900104,0.86345553,0.9941571,0.9828376,1
0.97323215,0.97966844,0.9237526,0.9976865,0.98621595,0.9835385,0.9927801,0.9984994,1
0.68353796,0.6467782,0.25640208,0.9659497,0.84116745,0.52128994,0.9305489,0.57331645,1
0.85362834,0.22564803,0.3661496,0.77244186,0.62280965,0.85100937,0.93504596,0.40643302,1
0.97437865,0.9984855,0.9803682,0.9833406,0.75386107,0.9988547,0.9991562,0.9826402,1
0.98535407,0.9987735,0.9942805,0.9451619,0.96504676,0.9976214,0.99699676,0.9999136,1
0.9372377,0.89563763,0.6254306,0.823593,0.30343348,0.8673111,0.8168843,0.60714084,1
0.62698185,0.14290556,0.8524575,0.09240112,0.786928,0.7941134,0.79780924,0.7958633,1
0.9942075,0.99608535,0.97521985,0.6403382,0.9980182,0.98895305,0.9919349,0.9689709,1
0.8237121,0.55586815,0.62045765,0.2756714,0.81709486,0.8606422,0.8711203,0.50953376,1
0.9998308,0.9998879,0.9989895,0.99399954,0.9988322,0.999973,0.9999996,0.99979585,1
0.89801854,0.028539503,0.025071777,0.41438717,0.27071086,0.4732674,0.18348312,0.8904335,1
0.75496155,0.7909823,0.29372287,0.61797047,0.5517715,0.914799,0.96127355,0.9076835,1
0.99552566,0.9985164,0.9937074,0.21086323,0.99337703,0.99806046,0.9885435,0.9858548,1
0.35604262,0.8055087,0.036772825,0.94799316,0.5176357,0.82128966,0.012601543,0.4955097,1
0.9520365,0.8844371,0.8624741,0.8613061,0.9621382,0.97358334,0.97979397,0.9958637,1
0.9935793,0.6633246,0.9120146,0.80722106,0.97001094,0.84786326,0.98910266,0.98521185,1
0.80556214,0.37690607,0.25888467,0.29433477,0.93164176,0.74104035,0.8457835,0.5247152,1
0.99938405,0.9997152,0.9988758,0.9645072,0.99962986,0.99982244,0.9997618,0.9998764,1
0.9999529,0.99999046,0.9983302,0.9804113,0.99994314,0.99940056,0.9984838,0.9972605,1
0.9975457,0.97756004,0.95042884,0.9478387,0.9833045,0.9958129,0.9760815,0.988006,1
0.5954594,0.8864576,0.8654073,0.77655786,0.7734847,0.6775206,0.9176127,0.7366339,1
0.854862,0.72390044,0.7725191,0.9217198,0.9643192,0.9992107,0.9886005,0.97575784,1
0.99997234,0.99902785,0.9998613,0.9994053,0.99969673,0.99991035,0.99988186,0.9999783,1
0.99487525,0.9904394,0.7945624,0.9403266,0.9959997,0.98569995,0.99938273,0.95011336,1
0.99763906,0.9860929,0.9462274,0.9636418,0.9880762,0.9993093,0.87133133,0.97340363,1
0.2934887,0.16908188,0.074868515,0.25793013,0.18595429,0.28555575,0.18464948,0.38471323,1
0.9927869,0.99956423,0.9348017,0.9484688,0.96500516,0.8094641,0.965851,0.9872631,1
0.9974663,0.999617,0.99980235,0.986271,0.9880508,0.9950322,0.99627787,0.84756726,1
0.9930202,0.97966766,0.9861175,0.87509,0.9864496,0.97664726,0.9973749,0.9984339,1
0.9656481,0.7534576,0.71715546,0.6974215,0.92317617,0.8832642,0.9533664,0.9663308,1
0.8727786,0.54076016,0.79076517,0.16595875,0.96192086,0.5940943,0.82533824,0.95355636,1
0.99845296,0.995171,0.99868053,0.92012656,0.99903876,0.9976059,0.99795,0.99913174,1
0.80416197,0.49329764,0.9542046,0.8871244,0.73920316,0.8149552,0.9831931,0.98808604,1
0.9998658,0.99951744,0.9994296,0.9584424,0.9999572,0.9593633,0.99972826,0.99973863,1
0.95584536,0.9837269,0.9046867,0.82330406,0.9506664,0.79865605,0.9626653,0.9884784,1
0.9997229,0.98877865,0.9679831,0.99346346,0.9955911,0.82230073,0.98592603,0.9756098,1
0.6894481,0.8369256,0.5533623,0.76283866,0.74482226,0.70314443,0.8077577,0.5280813,1
0.84508127,0.857567,0.98341537,0.8256662,0.7852479,0.9098608,0.97901464,0.9901822,1
0.12699923,0.1279953,0.11237217,0.21536665,0.37599245,0.6462954,0.09590849,0.097182006,1
0.8589253,0.52525353,0.83080894,0.98126894,0.4025427,0.6426425,0.6178483,0.8673191,1
0.99998254,0.9700779,0.9989635,0.8257584,0.9969974,0.98955053,0.9976366,0.99812573,1
0.9963158,0.99997693,0.9998629,0.9958889,0.99998754,0.999853,0.99996907,0.99999255,1
0.50548464,0.37252033,0.6981878,0.4240748,0.7762951,0.7890474,0.060945727,0.8435618,1
0.99343735,0.9997891,0.8757073,0.5639173,0.9832709,0.9834324,0.9986367,0.99770576,1
0.97489136,0.98300016,0.9953519,0.9998065,0.9663368,0.9976576,0.9975941,0.9860855,1
0.99944055,0.99979436,0.9986743,0.9971619,0.9959722,0.9990119,0.9981657,0.99963015,1
0.07224001,0.3120048,0.15582323,0.094076335,0.079770416,0.7833532,0.18590537,0.09618156,1
0.98566073,0.70400774,0.3074771,0.72252357,0.84411013,0.97226006,0.80858386,0.99414736,1
0.9037967,0.40139398,0.4899426,0.8293017,0.52830386,0.614015,0.04644122,0.4636414,1
0.73655355,0.77706754,0.80440456,0.65730727,0.8229047,0.73606193,0.95936096,0.90877366,1
0.9994314,0.98881006,0.9864119,0.9755726,0.9889145,0.95743865,0.99966884,0.99912053,1
0.74733984,0.5113297,0.030665608,0.26078326,0.06922094,0.4016132,0.071447015,0.5207216,1
0.96890795,0.51179636,0.55746293,0.1329304,0.4874621,0.37769508,0.70112205,0.80618185,1
0.81695724,0.73358417,0.84240866,0.86545634,0.90166533,0.7071364,0.90449405,0.9767606,1
0.9793637,0.8359688,0.9144486,0.9928548,0.81259227,0.97971267,0.9993336,0.99982035,1
0.98940414,0.99689865,0.99969935,0.99173737,0.9979195,0.9995129,0.9751429,0.9993422,1
0.9966539,0.99620426,0.73193157,0.93492436,0.8876378,0.96954685,0.8689833,0.975588,1
0.99780893,0.9996771,0.9999448,0.9827013,0.9995018,0.999777,0.9984989,0.99848586,1
0.64470017,0.41421762,0.57878566,0.7076214,0.9717887,0.31264317,0.84611434,0.94873565,1
0.9975435,0.97642344,0.9959753,0.97542846,0.99872136,0.9990104,0.99988866,0.9976284,1
0.9615595,0.6105522,0.9031398,0.94225097,0.97044593,0.8999212,0.64158773,0.7915728,1
0.7711697,0.88322896,0.8393284,0.65503377,0.60235125,0.750209,0.973059,0.82464963,1
0.80954313,0.9815526,0.96605533,0.79285675,0.5114546,0.6017548,0.9535673,0.99725294,1
0.9999388,0.99895686,0.98904467,0.78922325,0.9981946,0.97592735,0.9997764,0.990875,1
0.9974081,0.99762267,0.9956522,0.98802096,0.96197915,0.992854,0.98569024,0.99921715,1
0.6708207,0.67120093,0.41086227,0.47291824,0.60463715,0.58233345,0.37525108,0.5763556,1
0.99783725,0.53319824,0.10238728,0.7041204,0.93952405,0.98679745,0.9738125,0.950156,1
0.9999938,0.99876773,0.99976367,0.9944212,0.99995357,0.9980871,0.99969476,0.9999715,1
0.98240703,0.9349321,0.98502564,0.98935664,0.97238064,0.83293474,0.9996394,0.9181354,1
0.99986607,0.99900573,0.99994,0.9999746,0.9996291,0.99972856,0.9991391,0.9999719,1
0.99956506,0.9993349,0.95339984,0.999018,0.99871194,0.99986017,0.99994653,0.9949576,1
0.9920093,0.7723302,0.95529044,0.464657,0.8221153,0.936486,0.9936248,0.9921907,1
0.97107464,0.3854214,0.934111,0.4629834,0.77326626,0.7862029,0.96044993,0.9610891,1
0.7693558,0.44586062,0.67954516,0.561952,0.47211888,0.70661867,0.6673902,0.47068304,1
0.9515667,0.95637286,0.87122923,0.93243545,0.84431493,0.94344056,0.98246443,0.7876413,1
0.51978433,0.34617776,0.008756368,0.57046306,0.020729328,0.019227626,0.3710047,0.35506484,1
0.45719543,0.6090689,0.35064113,0.696414,0.8558057,0.9450299,0.78361446,0.94736975,1
0.99733335,0.99891233,0.9914937,0.9986583,0.9956315,0.98731124,0.9979428,0.994568,1
0.6086832,0.42354184,0.17717132,0.5308747,0.85682726,0.35999864,0.5414845,0.96929276,1
0.1926109,0.14430167,0.4519208,0.09696007,0.25336474,0.06375322,0.27293766,0.37282988,1
0.42074507,0.33736065,0.023257961,0.33799174,0.2522347,0.312871,0.3334889,0.15990582,1
0.99976194,0.9938776,0.94312596,0.9493455,0.9986964,0.9979384,0.9985376,0.9228704,1
0.9916297,0.97114074,0.9890129,0.96664166,0.99237263,0.9985824,0.99931455,0.9999973,1
0.35121518,0.74951816,0.2348316,0.62136257,0.7853985,0.72937167,0.62443495,0.86948115,1
0.98223424,0.85124886,0.9757725,0.9003906,0.8730692,0.9308293,0.90876484,0.983857,1
0.9957262,0.99471694,0.9411305,0.97066015,0.9616792,0.9881634,0.98541313,0.99081826,1
0.93715864,0.93628275,0.6657995,0.7303249,0.60797465,0.9221836,0.9441162,0.29527056,1
0.998427,0.8525595,0.9898152,0.88905525,0.977376,0.9458583,0.1056246,0.9442366,1
0.13689025,0.4138968,0.3010533,0.16705014,0.52034056,0.7008016,0.62207234,0.73538125,1
0.70904315,0.099478945,0.23003794,0.17864306,0.12065002,0.76073277,0.8805658,0.788558,1
0.76116395,0.45984846,0.6835691,0.66236335,0.6201983,0.9730792,0.8652095,0.7743964,1
0.98917115,0.9688876,0.8072648,0.84630316,0.78345287,0.6818901,0.99353194,0.99551016,1
0.80580443,0.8339547,0.6308118,0.5537257,0.6074537,0.5320177,0.85895944,0.82587713,1
0.9999453,0.9991433,0.99998873,0.9249229,0.99961555,0.9991127,0.9999986,0.9976792,1
0.99906534,0.9946501,0.9073239,0.78344035,0.99586046,0.9800844,0.9781433,0.9815367,1
0.9190977,0.95239884,0.9276187,0.8969318,0.9695319,0.49851075,0.9807056,0.9898575,1
0.99999976,0.9998038,0.99666524,0.997786,0.99997646,0.9932784,0.9998444,0.999893,1
0.99193484,0.8710587,0.9630494,0.8628668,0.96843797,0.9079455,0.9895509,0.9908413,1
0.75235915,0.4453321,0.019296909,0.31922892,0.479971,0.54210037,0.53432804,0.8585135,1
0.9648736,0.98056984,0.95031816,0.7151699,0.714708,0.85626966,0.8325075,0.97138745,1
0.9729727,0.9931534,0.920887,0.8132638,0.9208512,0.97712857,0.96317756,0.9555511,1
0.97024,0.24540915,0.8983402,0.7078332,0.90336853,0.9646199,0.87768275,0.99786085,1
0.9842645,0.99278355,0.8891522,0.90831727,0.977413,0.94513386,0.9999338,0.99678713,1
0.96762055,0.2700738,0.52435124,0.5608468,0.7743536,0.93632203,0.727078,0.8456066,1
0.9927236,0.82916486,0.9716625,0.92627484,0.99294424,0.9677148,0.99883986,0.88991755,1
0.9940678,0.9769012,0.97179323,0.73227227,0.8290378,0.99351376,0.9692451,0.9967542,1
0.999271,0.9997455,0.92315894,0.99270743,0.9985286,0.9902335,0.9990272,0.996395,1
0.8665597,0.8644574,0.97711825,0.7615943,0.8879853,0.9522648,0.9186191,0.9242114,1
0.9995781,0.9828545,0.9999557,0.9374656,0.9997094,0.9995586,0.99996465,0.9972922,1
0.6252363,0.055309467,0.017041521,0.34554255,0.16277535,0.4101104,0.01778617,0.85130256,1
0.9942691,0.99984306,0.99606615,0.9822019,0.9235565,0.9961531,0.98933643,0.9986139,1
0.46381453,0.12462019,0.17152995,0.039340936,0.03566474,0.08524059,0.03940899,0.061263926,1
0.9880049,0.9759055,0.887751,0.7510534,0.84025794,0.7917572,0.99495566,0.99600977,1
0.9993959,0.9992092,0.99998635,0.9999866,0.9997078,0.9999928,0.99940777,0.99997497,1
0.99999917,0.9999933,0.99826145,0.9989459,0.9999977,0.999992,0.99998933,0.9975694,1
0.99976206,0.9946058,0.957715,0.6333446,0.82918,0.97375554,0.9841167,0.97489583,1
0.99125797,0.99754465,0.7772009,0.9908411,0.92949647,0.81540143,0.9994837,0.8470729,1
0.6966857,0.82357407,0.15576991,0.88895977,0.9727936,0.9800564,0.902207,0.28606522,1
0.94985265,0.8382908,0.90807563,0.6855126,0.97380173,0.76825756,0.8342878,0.94502795,1
0.9921292,0.99749756,0.8493318,0.76239973,0.9728873,0.9993985,0.9990966,0.99692565,1
0.9769428,0.97362006,0.9936606,0.9984186,0.865905,0.9394676,0.9909813,0.99912846,1
0.98776853,0.323593,0.42626384,0.55126095,0.50212795,0.16844483,0.8565937,0.836055,1
0.93780935,0.70130646,0.56296587,0.8689262,0.38930103,0.7085756,0.95101964,0.98053896,1
0.9987786,0.81447434,0.9894604,0.95159465,0.9784635,0.9966867,0.9825517,0.98853487,1
0.97975737,0.69593525,0.2873372,0.6623683,0.7660892,0.6083935,0.7593061,0.95345545,1
0.95160973,0.81987584,0.97047746,0.2601692,0.90163434,0.57302094,0.9994278,0.9895305,1
0.8203947,0.9489492,0.53584313,0.6128434,0.12686919,0.6641389,0.94198036,0.8153125,1
0.9809836,0.8539162,0.975799,0.9604079,0.9664154,0.55980194,0.99379903,0.7860431,1
0.8476126,0.8610233,0.54604876,0.6011707,0.8388152,0.85571074,0.8158488,0.866234,1
0.9695642,0.8062707,0.92961454,0.628439,0.65028507,0.6041653,0.8151054,0.8943337,1
0.9995952,0.9877359,0.99830794,0.7873493,0.9995966,0.9992152,0.9999828,0.9996107,1
0.8214782,0.5843546,0.5715104,0.5143549,0.67111146,0.74068284,0.37720734,0.99873847,1
0.89971846,0.49662343,0.17193122,0.2953869,0.0046362155,0.7691625,0.33766088,0.39507076,1
0.9901539,0.95605946,0.42249757,0.90406436,0.9927506,0.691035,0.6226407,0.85971177,1
0.38232315,0.172848,0.06267882,0.32387018,0.6169851,0.063124746,0.23072006,0.12968901,1
0.9852313,0.8930894,0.9950257,0.84266657,0.9702668,0.96992457,0.98691696,0.99902755,1
0.5549818,0.89309096,0.60661197,0.10903152,0.02868398,0.35798037,0.5695827,0.12480193,1
0.9997763,0.99989253,0.99998647,0.9999873,0.99982953,0.9987858,0.99915415,0.99998426,1
0.9999913,0.99770117,0.99984866,0.9976919,0.9999736,0.9918124,0.99993986,0.9999886,1
0.13459755,0.0015022613,0.65658176,0.47563776,0.08187393,0.32697666,0.5219468,0.048703693,1
0.99212694,0.9995358,0.9951154,0.7849818,0.98009795,0.9975342,0.9997455,0.9894553,1
0.7394818,0.035248194,0.008351003,0.2811925,0.20391497,0.72197586,0.32911202,0.66211,1
0.7394818,0.035248194,0.008351003,0.2811925,0.20391497,0.72197586,0.32911202,0.66211,1
0.965032,0.9853893,0.911131,0.9349975,0.854279,0.81264853,0.98436445,0.9388343,1
0.15126134,0.33466575,0.57361513,0.03256058,0.7173214,0.82001144,0.84403086,0.5350306,1
0.9884735,0.98356664,0.9210897,0.8169792,0.9983114,0.93538624,0.94429666,0.976471,1
0.9796783,0.9958119,0.9886089,0.90420413,0.67059034,0.9284807,0.98487926,0.99774206,1
0.999664,0.99925107,0.9931609,0.9944269,0.9948234,0.9756067,0.99664575,0.9999735,1
0.9298231,0.95201105,0.7233856,0.9470011,0.98410815,0.6750631,0.9390724,0.9987023,1
0.9298231,0.95201105,0.7233856,0.9470011,0.98410815,0.6750631,0.9390724,0.9987023,1
0.99988437,0.99996704,0.99993354,0.99983746,0.9998386,0.9996787,0.9999803,0.9999198,1
0.95517653,0.98506236,0.42958772,0.35579756,0.89012897,0.4428264,0.8197286,0.75975764,1
0.8652231,0.6756798,0.49123076,0.38603032,0.90784323,0.81527776,0.97690576,0.6779608,1
0.7792752,0.25905535,0.9656335,0.81166166,0.43521744,0.04563251,0.86916685,0.96484995,1
0.9934718,0.9910406,0.9966336,0.9898125,0.9947369,0.9454508,0.9864237,0.9963198,1
0.9419148,0.35312948,0.3195928,0.21183068,0.1458088,0.024712214,0.5745884,0.7545228,1
0.9419148,0.35312942,0.31959283,0.21183068,0.14580882,0.024712222,0.5745884,0.7545228,1
0.8975844,0.9989474,0.9661916,0.934116,0.9882631,0.9926617,0.9942049,0.9952443,1
0.9996713,0.99928385,0.99952966,0.81485856,0.9987512,0.9992704,0.9999653,0.9997183,1
0.8643185,0.15583555,0.7504432,0.8965879,0.76725227,0.7658087,0.67288417,0.8903402,1
0.9397515,0.73640025,0.5591514,0.6413655,0.8042498,0.37022802,0.6747494,0.49815863,1
0.9963183,0.9490617,0.8404702,0.6285449,0.90992,0.93093884,0.8113328,0.8248705,1
0.80219895,0.68778336,0.9159887,0.95237267,0.85969216,0.776762,0.9487535,0.9845606,1
0.9952345,0.9848977,0.93818617,0.9873911,0.9648056,0.99647987,0.99952763,0.9793659,1
0.99993306,0.9996406,0.99944353,0.9992149,0.9998631,0.9985414,0.9998944,0.99994576,1
0.93377113,0.68791044,0.67546797,0.754904,0.6645649,0.72639614,0.9697636,0.88675845,1
0.96069014,0.37465513,0.77741075,0.45266357,0.8683529,0.30103654,0.9223123,0.7567445,1
0.1338797,0.47763956,0.22176303,0.124711104,0.47991645,0.045891866,0.6061392,0.07038065,1
0.9880875,0.9924999,0.84792995,0.8746053,0.7304245,0.8949048,0.5948411,0.7601185,1
0.19379716,0.09386932,0.09145862,0.10080064,0.11032626,0.5835429,0.072015874,0.05510391,1
0.9531764,0.9686746,0.9683892,0.97547024,0.7369745,0.5704584,0.9826855,0.9883583,1
0.7318599,0.48659387,0.2811857,0.7017553,0.2675008,0.33059403,0.0555468,0.868062,1
0.8977503,0.9543544,0.9222903,0.55352426,0.7891557,0.6971677,0.7445406,0.83346355,1
0.9254796,0.90080595,0.9121232,0.811781,0.704445,0.7233599,0.9682796,0.9518638,1
0.994149,0.9986871,0.8885536,0.75412244,0.9161982,0.9996129,0.9960357,0.9999481,1
0.98754734,0.9599377,0.9864231,0.9469271,0.9508179,0.9662632,0.97796035,0.98884845,1
0.98406416,0.9905736,0.95879173,0.79817545,0.78398937,0.66813505,0.99710435,0.9865955,1
0.99991953,0.9999832,0.9997127,0.99979526,0.99972945,0.9999983,0.99980843,0.9999003,1
0.6587082,0.967478,0.77930486,0.77041733,0.9783717,0.84073186,0.9918756,0.9795776,1
0.8426308,0.85933644,0.87053245,0.79849374,0.91798,0.80201197,0.91206473,0.6939428,1
0.24542461,0.5385829,0.18683927,0.7955779,0.659464,0.89061093,0.6091571,0.39674133,1
0.7033539,0.7534056,0.60988545,0.7109162,0.80162275,0.98348564,0.67931074,0.95041484,1
0.6503471,0.39088303,0.6102507,0.63948596,0.6822196,0.791072,0.45037502,0.9200982,1
0.97689235,0.93619835,0.9295012,0.983958,0.4763012,0.9899294,0.9582758,0.9475264,1
0.40868592,0.2573441,0.36105824,0.8206436,0.70800817,0.70525,0.37615624,0.49436587,1
0.99675,0.9957247,0.9575174,0.9122911,0.9919657,0.97428507,0.9118188,0.9048504,1
0.4802375,0.2606793,0.5319048,0.28273526,0.22092201,0.6971605,0.7822473,0.0977848,1
0.9863044,0.9997911,0.9952247,0.9720954,0.997244,0.99566156,0.99696624,0.97167486,1
0.99844545,0.9456843,0.9009977,0.91306454,0.9591412,0.6910745,0.99903375,0.986298,1
0.9552726,0.9874085,0.9901667,0.5471173,0.9858448,0.99087757,0.993411,0.9769667,1
0.99301517,0.98452055,0.9760332,0.536199,0.9611027,0.911142,0.9851516,0.99957764,1
0.99301517,0.98452055,0.9760332,0.536199,0.9611027,0.911142,0.9851516,0.99957764,1
0.98047197,0.9986737,0.9913636,0.9891691,0.9938509,0.9748774,0.9861239,0.9860516,1
0.8693719,0.8810317,0.70395625,0.95243996,0.40367094,0.88665503,0.997388,0.96760917,1
0.8185931,0.9415658,0.5101726,0.74155354,0.84693867,0.7318582,0.93605626,0.83563733,1
0.8080987,0.4618055,0.23700161,0.25215146,0.40444005,0.9184366,0.117212206,0.8847138,1
0.984428,0.98737764,0.7720919,0.8793816,0.9756357,0.6472204,0.9994028,0.7985003,1
0.9871841,0.98706377,0.90262765,0.9986308,0.8986348,0.9077818,0.95554763,0.99654776,1
0.9977889,0.99454695,0.93156964,0.97225356,0.99121237,0.9993728,0.99860454,0.9968083,1
0.9994776,0.9995433,0.99963754,0.9867578,0.999816,0.9996813,0.99999666,0.99999756,1
0.9999883,0.99994797,0.9999983,0.998219,0.9999637,0.9999856,0.99999994,0.9999991,1
0.34546235,0.2097306,0.67571366,0.064066105,0.4797432,0.01711347,0.5858914,0.73857665,1
0.47687912,0.6068468,0.60779154,0.23763663,0.50504076,0.4105106,0.42142892,0.5576339,1
0.9953174,0.9592904,0.99946845,0.9238482,0.99117696,0.9801042,0.99374837,0.9999134,1
0.9127986,0.81924355,0.5329726,0.3345298,0.72081554,0.8420671,0.24239528,0.2508323,1
0.9669467,0.83416826,0.97980326,0.5466478,0.36252296,0.8134668,0.94526166,0.9348812,1
0.49994406,0.07734597,0.4265806,0.7982376,0.06878536,0.89034504,0.3429387,0.954334,1
0.99906987,0.9999968,0.99981964,0.99959046,0.99998516,0.9999619,0.999993,0.99971145,1
0.3998701,0.608335,0.33577666,0.6650493,0.3732678,0.74414104,0.83233106,0.6027303,1
0.99611527,0.54083866,0.9024803,0.96782756,0.9906767,0.97582394,0.9989332,0.9951856,1
0.9663428,0.73997706,0.8938323,0.6597797,0.8879825,0.85011315,0.6226009,0.98616195,1
0.99998385,0.9996996,0.9999209,0.99725616,0.99988294,0.9989976,0.9999622,0.99999684,1
0.9998979,0.9997116,0.98681456,0.9875111,0.9974036,0.9837903,0.99916893,0.9992659,1
0.96601737,0.77204716,0.7750108,0.8496143,0.9651527,0.9948653,0.996617,0.96885526,1
0.8071404,0.90387297,0.9885726,0.9735219,0.91589665,0.9474886,0.99763334,0.9775881,1
0.9995811,0.9116258,0.9850869,0.92739266,0.4920394,0.8269454,0.9898422,0.98097724,1
0.9983012,0.99947125,0.99666154,0.89929223,0.99995553,0.99201024,0.9995607,0.99390036,1
0.99998224,0.99355865,0.9999281,0.9943865,0.9999215,0.9998708,0.9986603,0.9997805,1
0.8752204,0.5236706,0.27978465,0.8111784,0.6597738,0.48089427,0.99110335,0.9970006,1
0.6523043,0.4454202,0.7273802,0.5898989,0.49737203,0.6110078,0.0698541,0.82515216,1
0.9687046,0.94994456,0.9632849,0.80022675,0.8505432,0.6933382,0.8909425,0.9059958,1
0.9919507,0.8185396,0.9964064,0.99920774,0.99983907,0.97730887,0.9997298,0.9997853,1
0.999894,0.9999803,0.99537235,0.97109884,0.9785972,0.99979466,0.99440247,0.99969226,1
